acinar cell	alveolar epithelial cell	amniotic epithelial cell	astrocyte	blood vessel endothelial cell	bronchial epithelial cell	bronchial smooth muscle cell	cardiac fibroblast	cardiac myocyte	cd14+ monocyte derived endothelial progenitor cell	chondrocyte	ciliated epithelial cell	corneal epithelial cell	dendritic cell - monocyte immature derived	endothelial cell of hepatic sinusoid	endothelial cell of lymphatic vessel	enteric smooth muscle cell	epithelial cell of malassez	epithelial cell of prostate	fat cell	fibroblast of choroid plexus	fibroblast of gingiva	fibroblast of lymphatic vessel	fibroblast of periodontium	fibroblast of tunica adventitia of artery	gingival epithelial cell	hair follicle cell	hepatic stellate cell	immature langerhans cell	keratinocyte - epidermal	keratocyte	kidney epithelial cell	lens epithelial cell	lymphocyte of b lineage	macrophage	mammary epithelial cell	mast cell	melanocyte - light	mesenchymal precursor cell	mesenchymal somatic cell	mesenchymal stem cell - adipose	mesenchymal stem cell - amniotic membrane	mesenchymal stem cell - bone marrow	mesenchymal stem cell - hepatic	mesenchymal stem cell - umbilical	mesothelial cell	migratory langerhans cell	monocyte	multipotent cord blood unrestricted somatic stem cell	myoblast	natural killer cell	neuron	neuronal stem cell	neutrophil	osteoblast	pericyte cell	placental epithelial cell	preadipocyte	reticulocyte	retinal pigment epithelial cell	sensory epithelial cell	skeletal muscle cell	skin fibroblast	small airway epithelial cell	smooth muscle cell of prostate	smooth muscle cell of trachea	stromal cell	t cell	tendon cell	trabecular meshwork cell	tracheal epithelial cell	urothelial cell	vascular associated smooth muscle cell
asthma	1	0.0530667187012572	0.963087602382605	1	1	2.58987767040359e-294	2.71385939393536e-178	1	1	0.00131816589570466	1	0.999999999999998	1	3.17729117206252e-95	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999606382132	1	1	1	1	0.999405126727172	2.38693296781294e-05	1	9.98012604599318e-322	1	0.999999999999343	0.999999999999343	0.994264098034135	1	0.999999979299281	1	0.913756706585128	0.999999999999998	0.999999606382132	0.00131816589570466	0.913756706585128	0.999999999855597	0.999407487691047	1	1	7.33925969561499e-316	1	0.998717745264015	0.984230572957291	1	1	1	0.999999999999998	1	1	9.98012604599318e-322	1	7.88940655323208e-63	1	9.98012604599318e-322	1	1	1.48073274348112e-11	1	0.999999476603154
atherosclerosis	0.322392412338425	1	1	0.999999999987328	9.98012604599318e-322	0.959353135458521	1	0.965366665600006	0.999791673497654	9.98012604599318e-322	0.813211425724775	9.98012604599318e-322	1	1.76183681245636e-63	4.86424916356984e-14	1	1	1	1	1.19334219164266e-38	1	1	1	0.946837199985049	2.52839695980148e-06	1	1	1	0.958389765542354	0.999999895731224	1	0.977838038125041	1	0.357844368332219	9.98012604599318e-322	1	4.87374053416552e-09	1	0.0244130570072534	0.0244130570072534	0.681029163572587	1	9.98012604599318e-322	1	1	9.98012604599318e-322	0.958389765542354	9.98012604599318e-322	1	0.679221696167989	0.954322396164978	1	1	3.13983204299981e-10	0.578629728417019	0.0040706015283194	0.741679550589955	0.0244177713912847	1	1	9.98012604599318e-322	0.999999999802542	0.932075201675642	0.998113060361282	1	1	0.380788668939326	7.82224136786136e-49	1	1	1	1	9.98012604599318e-322
atopy	1	1	1	1	0.975765057844168	0.588511627808448	1	1	1	3.7323235564352e-62	1	1.05124282524261e-118	0.829125373205996	8.16594546524295e-233	1	1	1	1	1	0.999889470036435	1	1	1	1	1	1	1	1	2.00084850139704e-215	9.98012604599318e-322	1	1	1	3.18976535560409e-30	0.99911789173742	1	3.17868531566004e-270	0.914933683702249	0.99997217760182	0.99997217760182	0.506616015572417	1	2.43475096112711e-19	1	1	1.05124282524261e-118	2.00084850139704e-215	3.7323235564352e-62	1	1	8.44415910552200e-11	1	1	4.30618609481021e-18	1	1	1	1	1	1	1.05124282524261e-118	1	6.74462389537309e-07	0.729569298703421	1	1	0.9999983351678	9.98012604599318e-322	1	1	1	1	1
atrial fibrillation	1	1	1	1	0.999666116029811	1	1	4.31060966637361e-18	9.16027997614516e-135	1	1	1	1	1	1	1	1	1	1	0.999999996102847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999998	0.999984000838332	1	1	1	1	1	1	1	1	1	1	1	0.998499184182109	1	1	1	1	1	1	1	1	1	1	1	0.132938458709694	1	1	1	1	1	1	1	1	1	1	1
atrial fibrillation, familial	1	1	1	1	0.999666116029811	1	1	4.31060966637361e-18	9.16027997614516e-135	1	1	1	1	1	1	1	1	1	1	0.999999996102847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999998	0.999984000838332	1	1	1	1	1	1	1	1	1	1	1	0.998499184182109	1	1	1	1	1	1	1	1	1	1	1	0.132938458709694	1	1	1	1	1	1	1	1	1	1	1
attention deficit disorder with hyperactivity	1	1	1	0.99999999269139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999411023	0.999602348560612	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999998507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
autism, susceptibility to, x-linked	1	1	1	0.920457683033404	0.999676639454457	1	1	1	0.999999998445958	0.999999986355712	1	1	0.85830453620913	0.999999999721628	0.999999995179311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999997838056619	1	1	1	0.999999999999685	1	1	0.993345175382999	0.997854172700314	0.999990846510449	0.999990846510449	1	1	1	1	1	1	1	0.999999986355712	1	1	0.999987579207832	1.80952894542274e-10	0.313424305756648	1	1	1	1	1	1	1	1	1	0.971642773208034	1	1	1	0.999999998788974	1	1	1	1	1	1
autistic disorder	1	1	1	0.920457683033404	0.999676639454457	1	1	1	0.999999998445958	0.999999986355712	1	1	0.85830453620913	0.999999999721628	0.999999995179311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999997838056619	1	1	1	0.999999999999685	1	1	0.993345175382999	0.997854172700314	0.999990846510449	0.999990846510449	1	1	1	1	1	1	1	0.999999986355712	1	1	0.999987579207832	1.80952894542274e-10	0.313424305756648	1	1	1	1	1	1	1	1	1	0.971642773208034	1	1	1	0.999999998788974	1	1	1	1	1	1
autoimmune diseases	3.22106016369454e-05	0.999361322919627	0.999923493347942	3.94813250054344e-60	0.999806038956159	1	1	0.999999999533747	1	9.98012604599318e-322	0.758639671253085	0.0487788004377229	0.999831612382193	9.98012604599318e-322	1	0.815298286583774	0.736091258081244	0.999179333917519	0.999999999209469	1	1	0.999999978622408	0.516979012390804	0.999999999999122	1	0.99888813821626	1	0.999984975481095	0.699756085820865	4.04588665985091e-13	0.940147464005055	1.44534640754908e-35	0.987695997543718	9.98012604599318e-322	5.82658902291679e-312	1	0.0771887198532605	0.992767522255474	0.184579165061936	0.184579165061936	0.133406990312498	1	4.19400629079399e-289	0.871053826309923	0.0665718266184313	0.0487788004377229	0.699756085820865	9.98012604599318e-322	0.0665718266184313	1	1.90568258083731e-176	1	0.950178540871381	9.98012604599318e-322	1	0.999069267957303	0.929265754519014	0.833690432502356	0.170813518351653	0.996637404033496	0.0487788004377229	1	0.553983514855222	1	1	1	0.969667891821246	9.98012604599318e-322	1	1	0.9999999999981	0.750424636383585	1
autoimmune thyroid disease	1	0.13659124542072	1	0.999743239409754	1	1	1	1	0.999943038112554	0.00682847461864715	1	0.454765726748482	1	2.03159304841441e-07	0.999901715428609	1	1	1	1	1	1	1	1	1	1	1	1	1	0.486606600290449	0.998136924362669	1	0.90155451475871	1	2.01694882170606e-113	0.0841192151881707	1	0.902255442506743	0.948212829725728	0.97537859676886	0.97537859676886	0.0553148705115244	1	0.91959821532906	1	1	0.454765726748482	0.486606600290449	0.00682847461864715	1	1	7.3190429185376e-14	1	1	0.842079508256233	1	0.384781156926538	1	1	0.967484386066069	1	0.454765726748482	0.999896394730323	1	0.996469838937491	1	1	0.96859933224166	9.98012604599318e-322	1	1	1	1	1
azoospermia	1	1	1	1	1	1	1	1	1	1	1	1.15365728099835e-13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963699547317017	1	0.119316866616101	1	0.202498724772892	0.202498724772892	0.0544726045409443	1	0.999346389921572	1	1	1.15365728099835e-13	1	1	1	1	1	0.999999999605043	1	1	1	1	1	1	1	1	1.15365728099835e-13	1	1	1	1	1	0.432496986046522	0.999964136045187	1	1	1	1	1
bacteremia	1	1	1	0.999999997771317	0.0150974724307289	1	1	1	0.206239653792644	1.30020774287009e-21	1	0.999999999999463	1	0.993272216766486	0.00335557901959078	1	0.136298157709676	1	1	0.997517205378843	1	1	1	1	1	1	1	0.736057873852165	1	0.99859027130628	1	0.918156835945024	1	0.999999594665152	9.2584118003196e-75	1	0.97737561906664	1	0.908499156441001	0.908499156441001	0.650829963039524	1	2.15969028614458e-05	1	1	0.999999999999463	1	1.30020774287009e-21	1	0.968312474423663	0.999475057255553	1	1	1.41871330668556e-173	1	1	1	0.437785306878079	1	1	0.999999999999463	0.999970459746069	1	0.00176463975341932	1	1	0.999712596125754	1	1	1	1	0.197314145935816	1
bacterial infections	0.999938140074632	0.0681881425254402	0.999999971452064	1	1	0.999818405991123	0.999859554389635	1	1	4.39683583077191e-23	1	1	0.999999999999336	0.0178086493570885	1	0.99998095833118	0.993433026809099	0.999999986285307	0.999999999999612	1	1	0.999999994903416	1	0.999999999999996	1	0.0170904555033436	1	1	0.999988080042855	1	1	1	0.72471818059296	0.999999999999926	9.98012604599318e-322	0.758680717154675	1	1	1	1	0.999999999999992	1	1	0.998932279773026	0.999999335156966	1	0.999988080042855	4.39683583077191e-23	0.999999335156966	1	1	1	1	9.98012604599318e-322	1	1	0.999999640729015	1	1	1	1	1	1	5.88904954661587e-16	0.832410822369901	1	1	2.053575000938e-108	1	1	0.995473460748837	0.000565054910773025	1
balkan nephropathy	1	1	1	1	1	1	1	1	1	1	1	0.941049028643492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.016573625716597	1	0.724035202743162	0.656961717237204	1	1	1	1	1	1	1	1	1	1	0.941049028643492	1	1	1	1	0.438364328979525	1	1	1	1	1	1	1	1	1	0.941049028643492	1	0.185962453696474	1	1	1	1	0.258944978850134	1	1	1	1	1
barrett esophagus	0.0979625064995098	1	1	1	1	1	1	1	0.999613212764684	0.99999850401056	1	1.13864258505334e-13	1	0.924371844342828	0.978422592381048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0336340543724028	1	0.956868664066746	1	0.999998410779212	0.999999996730698	1	0.955664258949248	1	1	1	1	1	0.99999999999929	1	1	1.13864258505334e-13	1	0.99999850401056	1	0.781786434996718	0.999911204282141	1	1	0.999990934670059	1	1	1	1	1	1	1.13864258505334e-13	0.999919075746151	1	1.14666512221448e-38	1	1	0.276875047955187	0.999999999999239	1	1	1	1	1
behcet syndrome	1	1	1	1	0.723705670624964	1	1	1	1	1.39562798875338e-05	1	0.999999999999989	1	0.0905048818000991	1	1	1	1	1	1	1	1	1	1	1	0.293655618132915	1	1	0.000244682318351608	0.984007188140378	1	1	1	0.240552646836525	0.997435583668532	1	0.377852014318303	0.943365404312435	1	1	1	1	0.236311508015379	1	1	0.999999999999989	0.000244682318351608	1.39562798875338e-05	1	1	3.07782279169405e-07	1	1	3.08360396973206e-72	1	1	1	1	0.963937112715644	1	0.999999999999989	1	1	1	1	1	1	2.55566179455075e-57	1	1	1	1	1
bipolar disorder	1	1	1	0.99785935554169	0.999999871035429	1	1	1	1	0.999999999999877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999999877	1	1	0.999999999999995	1	0.996215745614222	1	1	1	1	1	0.999999196822577	1	1	1	0.997862636234023	1	1	1	1	1	1	1	1	1	1
borderline personality disorder	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999999996205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
brain aneurysm	1	1	1	0.999999999923684	0.0298902665302299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999674666298	1	0.999999855815529	0.999999855815529	1	1	1	1	1	1	1	1	1	0.99518120990048	0.999999999999994	1	1	1	1	1	1	1	1	1	1	1	0.99036289924169	1	1	1	0.999999999999219	1	1	1	1	1	0.478443784855097
brain infarction	1	1	0.601085467134207	2.24040595337e-229	4.24445983948315e-08	1	1	1	0.999999999999954	0.991190460954585	1	1	1	0.999999999999987	0.999999999999982	1	1	1	1	0.999988837217001	1	1	1	1	1	1	1	1	0.998065451662669	1	1	0.999958128587672	1	1	0.993724222290391	1	0.999999997998943	1	2.11410869604564e-09	2.11410869604564e-09	0.42087011181398	1	0.999999699346316	1	0.149574624729124	1	0.998065451662669	0.991190460954585	0.149574624729124	0.999275341393622	0.999999997531236	9.98012604599318e-322	4.26099082420942e-24	0.0277026472890884	1	4.00733296585926e-06	1	1	1	1	1	0.999999999999938	0.999997693159398	1	1	1	2.04651356259503e-16	1	1	1	1	1	0.992094408995941
bronchial hyperreactivity	1	0.120136743468755	1	1	1	6.29593663011619e-41	9.20319271160231e-32	1	0.999799939504119	0.589744590706656	1	2.22617142233313e-29	1	5.55028201854917e-64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.972915189275985	1	1	1	0.106689114810332	5.36945095117622e-37	1	3.67576323546147e-182	1	0.864018250199031	0.864018250199031	0.279706459847642	1	0.0942290301147051	1	0.144260098915557	2.22617142233313e-29	1	0.589744590706656	0.144260098915557	1	0.00177281458640942	0.999999409020031	1	2.71562047138023e-158	1	1	1	1	1	1	2.22617142233313e-29	0.999588073762479	1	4.17799936399894e-187	1	1.40346664584707e-15	0.756077926690218	9.98012604599318e-322	1	1	3.79228545491714e-08	1	0.668668467826972
bronchiectasis with or without elevated sweat chloride	1	1	1	1	1	0.00401900983588913	0.0858463930593678	1	1	0.999919502576036	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.963580125230816	0.999587844540129	1	0.887787298932014	1	1	1	1	1	0.999999997343107	1	1	1	1	0.999919502576036	1	1	0.987254815143508	1	1	4.69706692919931e-28	1	1	1	1	1	1	1	1	1	1.94857040267384e-08	1	1	1	0.99999999998782	1	1	0.097083254743384	1	1
bronchiolitis	0.103887112230931	0.00724452445122662	1	1	1	9.86239129929779e-18	1	1	1	0.761027053016948	0.961490431709268	0.890928626464781	1	0.00249544608214076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.40795113902719	1	1	0.964719535142354	1	0.127179946506942	1.43599617281263e-17	1	0.00482092265027464	1	0.0100803729207289	0.0100803729207289	1	1	0.999976187515728	1	1	0.890928626464781	0.40795113902719	0.761027053016948	1	0.802018006015461	0.969235919785492	1	1	1.48776424181448e-60	1	1	0.317154935968962	1	1	1	0.890928626464781	1	1	3.68166184254131e-47	1	1	0.231690114527319	1.3647199330094e-39	1	1	3.15666312440153e-21	1	1
bronchiolitis obliterans	0.0491683136565767	0.0561094591492436	1	1	1	3.56251028687751e-14	1	1	1	0.782377400537809	0.776199932182304	0.10303264588718	1	0.0547371434160001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.147423902494174	2.7043883592353e-11	1	0.0156266299039661	1	1.92875972415242e-05	1.92875972415242e-05	1	1	0.970563451222422	1	1	0.10303264588718	1	0.782377400537809	1	0.524997626718422	0.833124971022518	1	1	5.95667568059337e-25	1	1	0.160836460539685	1	1	1	0.10303264588718	1	1	2.10372720455944e-38	1	1	0.00227222099898717	5.31524200502445e-34	1	1	7.10644279671975e-27	1	1
brucellosis	1	1	1	0.999849272667365	1	1	1	1	1	0.0103683296151448	1	1	1	0.0330180251050841	0.999955159870593	1	1	1	1	1	1	1	1	1	1	1	1	0.479048089129759	1	1	1	1	1	0.613537768346683	8.03558978906235e-72	1	0.999983207669141	1	1	1	1	1	0.998968491968064	1	1	1	1	0.0103683296151448	1	1	0.989184242462951	1	1	0.256751953988456	0.99972605746167	1	0.125183337415851	1	0.990789648489309	1	1	1	1	0.94898755907748	1	1	1	5.68537480707508e-05	1	1	1	1	1
bulimia	1	1	1	1	1	1	1	1	1	0.999969521773558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999999902284569	0.999999999999444	1	1	1	1	1	1	1	0.999999999999955	1	1	1	1	0.999969521773558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
candidiasis	1	1	1	1	0.999978341894024	1	1	1	1	0.000659209312908346	1	0.999999985077598	1	0.00039038686636981	0.999999995631019	1	1	0.480029260032487	1	1	1	0.682150633614571	1	0.847043982175465	1	0.00175515496589046	1	1	0.119735213071047	0.0534255445620222	1	0.698247836572391	1	0.225700017197092	9.32859773437775e-43	1	0.99999932711207	0.801129282535342	0.999999920043937	0.999999920043937	1	1	0.279973200546471	1	1	0.999999985077598	0.119735213071047	0.000659209312908346	1	0.99857822703826	0.240302906677077	1	1	1.37897792276708e-138	0.999999999998075	1	1	1	0.999992951677983	1	0.999999985077598	1	1	0.999995282578856	1	1	0.999999999999173	8.11189549821192e-47	1	1	0.84522016546441	1	1
cardiomyopathies	1	0.751412053439741	1	1	0.000140011859534341	1	1	7.25444145827647e-227	9.98012604599318e-322	0.999996798977674	1	1	1	0.999999999998932	1	0.658582633383826	1	1	1	0.999994293836052	1	1	1	1	0.0776427780801821	1	1	0.939680465428655	0.999999815864437	1	1	0.999999999652735	1	1	0.999906082947658	1	0.00855993043295703	0.999999999723789	7.53084097997054e-05	7.53084097997054e-05	0.870999108304021	1	1	1	0.816272468979263	1	0.999999815864437	0.999996798977674	0.816272468979263	1.79003771961321e-28	0.981498057004808	1	1	1.24609808850559e-71	1	0.674204729773168	1	0.993552759314165	0.999999999999992	1	1	9.98012604599318e-322	0.999439134584356	1	1	1	0.495899540737661	0.382801565996713	1	1	1	1	0.954283103753481
cardiomyopathy, dilated	1	1	1	1	0.957678861563323	1	1	1.00472040424497e-34	9.98012604599318e-322	0.998774404216529	1	1	1	0.999447194098233	0.999997063026734	1	1	1	1	0.99742374759616	1	1	1	1	1	1	1	1	1	0.999974800517166	1	0.959600419724897	1	0.999998526904466	0.999999991122808	1	0.922167996237659	1	0.828335504057176	0.828335504057176	0.469662266329572	1	0.999999994597328	1	1	1	1	0.998774404216529	1	8.81582454922053e-14	0.00990465642945965	1	1	0.999996942797553	1	1	1	1	1	1	1	3.98653586400548e-196	0.695283840239105	1	1	1	0.902361277961949	0.187027919240788	1	1	1	1	0.6293076956898
cardiomyopathy, hypertrophic	1	1	1	1	1	1	1	3.91919180353359e-09	9.98012604599318e-322	0.999999997359142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.98273129648305	1	1	1	1	0.999609647717163	0.98941104494543	0.999813542827292	0.999813542827292	1	1	1	1	1	1	1	0.999999997359142	1	0.786705313673537	0.999999981848972	1	1	0.99999999999999	1	1	1	1	1	1	1	4.93327273203512e-290	0.99826547157287	1	1	1	0.999999748942761	1	1	1	1	1	0.857323504469235
cardiovascular diseases	0.999999999995782	0.999482989426337	1	1	9.98012604599318e-322	1	0.999999999939601	9.98012604599318e-322	9.98012604599318e-322	0.99999999939097	1	1	1	1	1	0.999978974448643	0.999975842145899	1	1	1	1	1	0.699491414056566	1	2.01946759081085e-09	1	1	1	1	1	0.999921946442919	1	1	1	1	1	1	1	0.999999999999499	0.999999999999499	0.999999996819124	0.993933061106928	1	0.9655612000857	0.999995058356339	1	1	0.99999999939097	0.999995058356339	1.59740864257761e-11	1	1	0.999999993691932	0.999999999969529	1	5.54351813064207e-36	1	1	1	0.999561773553129	1	2.97373352089921e-80	1	1	1	1	1	1	0.999991909620039	1	1	0.999996433915831	9.98012604599318e-322
carotid artery diseases	1	1	1	0.99999865757095	3.58360656905604e-66	1	1	0.972067809490392	0.999999999999997	6.45175208924131e-05	0.99999985054046	1	1	0.999999999255995	1	1	1	1	1	0.999999288766505	1	0.96471134578925	1	0.991331288946976	0.000821606897924461	1	1	1	1	0.999999999999961	1	1	1	1	6.1429887535623e-23	1	0.999999690086427	1	0.999214035537926	0.999214035537926	1	1	0.999999999311828	1	1	1	1	6.45175208924131e-05	1	0.582011234966778	1	1	0.998751204134038	0.999999999999896	1	0.90796422463692	1	0.735074598531638	1	1	1	1	0.999999998506995	1	1	1	0.999999994756025	1	1	1	1	1	6.1694848068906e-242
carotid atherosclerosis	1	1	1	0.99999865757095	3.58360656905604e-66	1	1	0.972067809490392	0.999999999999997	6.45175208924131e-05	0.99999985054046	1	1	0.999999999255995	1	1	1	1	1	0.999999288766505	1	0.96471134578925	1	0.991331288946976	0.000821606897924461	1	1	1	1	0.999999999999961	1	1	1	1	6.1429887535623e-23	1	0.999999690086427	1	0.999214035537926	0.999214035537926	1	1	0.999999999311828	1	1	1	1	6.45175208924131e-05	1	0.582011234966778	1	1	0.998751204134038	0.999999999999896	1	0.90796422463692	1	0.735074598531638	1	1	1	1	0.999999998506995	1	1	1	0.999999994756025	1	1	1	1	1	6.1694848068906e-242
carotid stenosis	1	1	1	0.947212764609423	4.19867600310557e-10	1	1	0.82605979451636	0.99999671811486	0.0119889524704618	1	1	1	0.996600371563399	0.999999527762374	1	1	1	1	1	1	1	1	1	0.0133707162194435	1	1	1	1	1	1	1	1	0.999999999999998	1.66556947556488e-13	1	0.986801221860672	1	0.998553557745778	0.998553557745778	1	1	0.999993104446726	1	1	1	1	0.0119889524704618	1	0.949646187845912	0.999999785298425	1	1	0.999999830988431	1	0.535501336805215	1	1	1	1	1	0.999999819378283	1	1	1	1	0.999977084649478	1	1	1	1	1	1.22273365873094e-28
cataract	1	1	1	1	1	1	1	0.841888887017727	0.999999953667619	1	0.999988288829711	3.28683393637144e-29	5.76353925436312e-15	0.999999999999994	0.999999968838513	1	1	1	0.798943994898819	1	1	1	1	1	1	1	1	1	0.955298456401077	0.999999992772999	1	0.999991370335177	2.21599055012918e-182	1	1	1	0.999999999960931	0.776861690942593	1	1	1	1	1	1	1	3.28683393637144e-29	0.955298456401077	1	1	0.976529950219522	0.999999999999999	1	1	0.999999999999342	1	0.424704053829272	1	1	0.997681112332992	0.045894442032559	3.28683393637144e-29	0.999999989532883	0.686818639787954	0.999999132112218	1	1	0.999999999999846	1	1	1	1	1	1
cataract, posterior polar	1	1	1	1	1	1	1	0.841888887017727	0.999999953667619	1	0.999988288829711	3.28683393637144e-29	5.76353925436312e-15	0.999999999999994	0.999999968838513	1	1	1	0.798943994898819	1	1	1	1	1	1	1	1	1	0.955298456401077	0.999999992772999	1	0.999991370335177	2.21599055012918e-182	1	1	1	0.999999999960931	0.776861690942593	1	1	1	1	1	1	1	3.28683393637144e-29	0.955298456401077	1	1	0.976529950219522	0.999999999999999	1	1	0.999999999999342	1	0.424704053829272	1	1	0.997681112332992	0.045894442032559	3.28683393637144e-29	0.999999989532883	0.686818639787954	0.999999132112218	1	1	0.999999999999846	1	1	1	1	1	1
celiac disease	1	1	1	0.999995531857018	0.997424157067218	1	1	1	1.5288733849723e-14	0.998924047646015	1	0.917485291992896	1	0.221518903681951	0.999999996565397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.14726058549943e-09	0.999999999981646	1	0.000354638135415479	1	0.999904477027916	0.999904477027916	1	1	0.999999999998296	1	1	0.917485291992896	1	0.998924047646015	1	1	0.0261785446504507	1	1	0.999949989742717	0.999998752644942	1	1	1	0.728083767966738	1	0.917485291992896	1.59340392375268e-105	0.999839996030204	0.952135453339073	1	1	0.999999981547715	1.95675276413705e-133	1	1	1	1	1
cerebral amyloid angiopathy	1	1	1	1.50537599599565e-22	3.28190573632394e-06	1	1	1	1	0.261200574674332	1	0.897829408792642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.909825318032235	0.0985553788134814	1	1	1	1	1	1	1	0.946217220596861	1	1	0.897829408792642	1	0.261200574674332	1	1	1	1.87504024307334e-58	1	1	1	2.50274848787454e-12	1	1	1	1	0.897829408792642	1	0.47406624080404	1	1	1	1	0.997221403847366	1	1	1	1	5.31208362542422e-05
cerebral infarction	1	1	0.549336406775009	1.19176725089638e-205	1.74257509734828e-06	1	1	1	0.999999999995094	0.993878170395662	1	1	1	0.999999999999625	0.999999999999946	1	1	1	1	0.999984749425584	1	1	1	1	1	1	1	1	1	1	1	0.999997619107387	1	1	0.951459884945648	1	0.999999932126802	1	7.56095425006277e-09	7.56095425006277e-09	0.712581186517898	1	0.999996929182948	1	0.119105780281098	1	1	0.993878170395662	0.119105780281098	0.998108233579744	0.999999946521507	9.98012604599318e-322	1.01751065834917e-20	0.00393373200753267	1	7.2868677563475e-06	1	1	1	1	1	0.999999999998525	0.999983559374495	1	1	1	3.47834981944975e-16	1	1	1	1	1	0.984971077854016
cerebral palsy	1	1	1	0.948680880129608	1	1	1	1	0.960710473052244	0.999999999999947	0.99958612213552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.999664340309516	1	1	1	1	0.999988938923661	1	0.999865780014221	0.999865780014221	1	1	1	1	1	1	1	0.999999999999947	1	1	0.999999999951056	0.999999819131005	0.0237222556854434	1	0.999999880514607	1	1	1	1	1	1	0.523245673090874	1	1	1	1	0.999999633334596	1	1	1	1	1	1
cerebrovascular disorders	1	1	0.992659063021351	9.98012604599318e-322	8.98516828607118e-63	1	0.966168307949685	0.999999999427404	1	1	1	1	0.999999999999999	1	1	1	1	1	1	1	1	0.999999999607468	1	0.999999999999984	0.0383269383142083	1	1	1	1	1	1	1	1	1	1	1	1	1	0.730576391549846	0.730576391549846	0.993447740694754	0.78991898036519	1	0.926612305029912	0.32738485894251	1	1	1	0.32738485894251	0.999999999999997	1	9.98012604599318e-322	1.79679651760941e-71	1	1	1.87285166159921e-13	1	0.999999928262558	1	0.984403639022213	1	1	1	1	1	1	0.99768932293946	1	1	1	1	1	1.32006977262535e-102
